Recency,Frequency,Monetary,recency_score,frequency_score,monetary_score,RFM_score,segment
374,2,678.11,2,2,3,22,Disinterested
97,2,913.1900000000002,3,2,3,32,Infrequent
27,13,4557.130000000001,4,5,5,45,Loyal
77,7,2389.08,3,4,4,34,Loyal
59,11,5081.33,4,5,5,45,Loyal
23,2,722.74,4,2,3,42,Loyal
494,11,6251.259999999999,1,5,5,15,Occasional
42,8,3739.01,4,4,5,44,Loyal
664,1,59.400000000000006,1,1,1,11,Disinterested
139,8,6017.0599999999995,3,4,5,34,Loyal
10,17,3087.09,5,5,5,55,Devoted
130,2,307.32,3,2,2,32,Infrequent
692,1,60.959999999999994,1,1,1,11,Disinterested
42,3,1233.3599999999997,4,3,4,43,Loyal
384,4,1211.7499999999998,2,3,3,23,Unengaged
464,2,246.5,1,2,1,12,Disinterested
171,8,4877.84,3,4,5,34,Loyal
10,11,3248.9600000000005,5,5,5,55,Devoted
215,5,1890.57,2,4,4,24,Unengaged
16,12,13733.55,5,5,5,55,Devoted
171,4,2027.7900000000004,3,3,4,33,Need_attention
42,3,942.08,4,3,3,43,Loyal
188,1,394.14,3,1,2,31,Infrequent
494,1,468.65,1,1,2,11,Disinterested
272,1,140.54,2,1,1,21,Disinterested
174,5,2733.8,3,4,4,34,Loyal
398,2,1216.6600000000003,2,2,3,22,Disinterested
586,1,289.87,1,1,2,11,Disinterested
6,7,2911.62,5,4,4,54,Devoted
18,5,891.3399999999999,5,4,3,54,Devoted
11,11,5286.800000000001,5,5,5,55,Devoted
327,1,107.45000000000002,2,1,1,21,Disinterested
114,2,796.38,3,2,3,32,Infrequent
291,1,94.0,2,1,1,21,Disinterested
18,2,1345.5300000000002,5,2,4,52,Loyal
3,3,815.77,5,3,3,53,Loyal
94,8,1302.3000000000002,3,4,4,34,Loyal
454,2,216.94999999999996,1,2,1,12,Disinterested
150,6,1830.54,3,4,4,34,Loyal
493,2,170.88,1,2,1,12,Disinterested
377,1,257.06,2,1,1,21,Disinterested
191,2,659.84,3,2,3,32,Infrequent
33,4,975.8700000000001,4,3,3,43,Loyal
35,4,1056.44,4,3,3,43,Loyal
266,1,267.18,2,1,1,21,Disinterested
723,1,131.25,1,1,1,11,Disinterested
86,10,4685.720000000001,3,5,5,35,Loyal
28,4,1358.88,4,3,4,43,Loyal
173,1,190.53,3,1,1,31,Infrequent
693,5,6798.72,1,4,5,14,Unengaged
11,3,774.9,5,3,3,53,Loyal
315,1,572.81,2,1,2,21,Disinterested
66,7,4572.82,3,4,5,34,Loyal
87,1,508.80000000000007,3,1,2,31,Infrequent
427,2,452.32,1,2,2,12,Disinterested
26,1,135.85999999999999,4,1,1,41,Committed
436,6,743.0,1,4,3,14,Unengaged
60,10,3805.34,4,5,5,45,Loyal
325,7,1619.9700000000003,2,4,4,24,Unengaged
40,3,266.89,4,3,1,43,Loyal
256,3,597.78,2,3,2,23,Unengaged
402,4,1944.57,2,3,4,23,Unengaged
21,9,2264.17,5,5,4,55,Devoted
35,3,1483.1399999999999,4,3,4,43,Loyal
17,4,762.7500000000002,5,3,3,53,Loyal
28,2,397.35,4,2,2,42,Loyal
469,2,954.7499999999999,1,2,3,12,Disinterested
504,1,153.24,1,1,1,11,Disinterested
25,2,320.76,4,2,2,42,Loyal
215,2,533.3,2,2,2,22,Disinterested
10,11,2567.0599999999995,5,5,4,55,Devoted
24,1,149.29000000000002,4,1,1,41,Committed
14,3,1122.53,5,3,3,53,Loyal
264,2,393.44999999999993,2,2,2,22,Disinterested
133,1,156.57999999999998,3,1,1,31,Infrequent
406,4,1269.0499999999997,2,3,4,23,Unengaged
56,3,383.68,4,3,2,43,Loyal
398,3,1254.2100000000003,2,3,4,23,Unengaged
250,1,594.0,2,1,2,21,Disinterested
3,14,5175.93,5,5,5,55,Devoted
11,2,1418.2600000000002,5,2,4,52,Loyal
266,2,284.5,2,2,1,22,Disinterested
378,3,406.95,2,3,2,23,Unengaged
332,5,492.88,2,4,2,24,Unengaged
314,2,788.81,2,2,3,22,Disinterested
28,3,974.5200000000001,4,3,3,43,Loyal
32,1,429.84,4,1,2,41,Committed
436,2,233.20999999999995,1,2,1,12,Disinterested
31,6,1799.11,4,4,4,44,Loyal
3,7,1388.3700000000001,5,4,4,54,Devoted
364,2,307.68999999999994,2,2,2,22,Disinterested
599,1,38.25,1,1,1,11,Disinterested
285,10,2119.27,2,5,4,25,Occasional
264,1,237.07,2,1,1,21,Disinterested
27,2,370.43999999999994,4,2,2,42,Loyal
419,2,202.83,1,2,1,12,Disinterested
356,1,216.76,2,1,1,21,Disinterested
462,2,429.7,1,2,2,12,Disinterested
96,4,737.05,3,3,3,33,Need_attention
31,1,126.14,4,1,1,41,Committed
340,1,1048.85,2,1,3,21,Disinterested
21,32,12119.899999999998,5,5,5,55,Devoted
87,4,1571.0100000000002,3,3,4,33,Need_attention
11,3,524.88,5,3,2,53,Loyal
53,3,1430.48,4,3,4,43,Loyal
52,3,874.25,4,3,3,43,Loyal
577,1,63.419999999999995,1,1,1,11,Disinterested
4,3,1316.56,5,3,4,53,Loyal
115,1,371.5600000000001,3,1,2,31,Infrequent
16,8,2046.0,5,4,4,54,Devoted
597,1,163.1,1,1,1,11,Disinterested
79,1,454.10999999999996,3,1,2,31,Infrequent
382,4,2209.9799999999996,2,3,4,23,Unengaged
651,1,368.4,1,1,2,11,Disinterested
42,3,2024.9799999999998,4,3,4,43,Loyal
735,1,147.4,1,1,1,11,Disinterested
118,5,6279.0,3,4,5,34,Loyal
403,1,1993.3400000000001,2,1,4,21,Disinterested
17,19,14592.560000000001,5,5,5,55,Devoted
163,10,862.2,3,5,3,35,Loyal
3,6,4656.0,5,4,5,54,Devoted
32,7,4842.42,4,4,5,44,Loyal
529,1,102.0,1,1,1,11,Disinterested
681,1,231.32000000000002,1,1,1,11,Disinterested
94,5,431.92,3,4,2,34,Loyal
24,8,2419.61,4,4,4,44,Loyal
432,1,217.6,1,1,1,11,Disinterested
97,6,3100.09,3,4,5,34,Loyal
30,2,659.4599999999998,4,2,3,42,Loyal
34,9,4314.9800000000005,4,5,5,45,Loyal
23,5,3780.05,4,4,5,44,Loyal
381,1,246.5,2,1,1,21,Disinterested
633,1,146.14000000000001,1,1,1,11,Disinterested
19,9,8657.39,5,5,5,55,Devoted
4,44,25062.86,5,5,5,55,Devoted
725,1,161.59999999999997,1,1,1,11,Disinterested
10,4,1131.5600000000002,5,3,3,53,Loyal
406,2,402.5,2,2,2,22,Disinterested
17,14,13064.070000000002,5,5,5,55,Devoted
364,2,267.15000000000003,2,2,1,22,Disinterested
83,4,423.85,3,3,2,33,Need_attention
54,5,3610.96,4,4,5,44,Loyal
24,6,2040.03,4,4,4,44,Loyal
173,1,492.36,3,1,2,31,Infrequent
191,6,1000.2700000000001,3,4,3,34,Loyal
382,1,166.50999999999996,2,1,1,21,Disinterested
332,1,250.0,2,1,1,21,Disinterested
13,5,909.23,5,4,3,54,Devoted
157,4,331.58000000000004,3,3,2,33,Need_attention
35,35,26437.05,4,5,5,45,Loyal
14,18,6598.55,5,5,5,55,Devoted
389,1,171.80999999999997,2,1,1,21,Disinterested
46,3,62.43,4,3,1,43,Loyal
235,1,267.03000000000003,2,1,1,21,Disinterested
66,15,4218.94,3,5,5,35,Loyal
385,2,344.61,2,2,2,22,Disinterested
3,1,343.5,5,1,2,51,New
42,16,7106.6900000000005,4,5,5,45,Loyal
34,2,398.8399999999999,4,2,2,42,Loyal
86,16,17359.989999999998,3,5,5,35,Loyal
26,2,591.4,4,2,2,42,Loyal
4,4,1059.77,5,3,3,53,Loyal
35,2,148.44,4,2,1,42,Loyal
20,23,5575.639999999999,5,5,5,55,Devoted
256,1,229.32999999999998,2,1,1,21,Disinterested
24,12,4816.289999999999,4,5,5,45,Loyal
23,5,1813.7200000000003,4,4,4,44,Loyal
10,2,2007.4399999999996,5,2,4,52,Loyal
27,10,3771.9000000000005,4,5,5,45,Loyal
21,3,807.57,5,3,3,53,Loyal
727,1,162.25,1,1,1,11,Disinterested
175,6,1087.82,3,4,3,34,Loyal
411,1,259.09,2,1,1,21,Disinterested
165,1,110.92000000000002,3,1,1,31,Infrequent
539,6,3358.4,1,4,5,14,Unengaged
9,1,538.46,5,1,2,51,New
13,2,460.68,5,2,2,52,Loyal
116,1,85.13,3,1,1,31,Infrequent
514,3,918.4499999999999,1,3,3,13,Unengaged
290,2,242.84,2,2,1,22,Disinterested
11,20,7807.89,5,5,5,55,Devoted
56,2,292.7199999999999,4,2,2,42,Loyal
608,2,1079.1,1,2,3,12,Disinterested
9,26,10154.39,5,5,5,55,Devoted
597,1,158.08999999999997,1,1,1,11,Disinterested
79,8,2345.96,3,4,4,34,Loyal
6,12,2218.8,5,5,4,55,Devoted
38,7,1710.08,4,4,4,44,Loyal
219,2,252.52,2,2,1,22,Disinterested
62,1,437.23,3,1,2,31,Infrequent
279,1,217.2,2,1,1,21,Disinterested
14,36,11293.57,5,5,5,55,Devoted
26,1,279.77,4,1,1,41,Committed
30,1,473.65,4,1,2,41,Committed
641,1,214.13000000000002,1,1,1,11,Disinterested
570,1,1109.3999999999999,1,1,3,11,Disinterested
399,2,153.51999999999998,2,2,1,22,Disinterested
13,8,1934.39,5,4,4,54,Devoted
353,3,673.3800000000001,2,3,3,23,Unengaged
24,7,2867.0,4,4,4,44,Loyal
465,2,70.74000000000001,1,2,1,12,Disinterested
52,2,173.16000000000003,4,2,1,42,Loyal
394,2,227.87000000000003,2,2,1,22,Disinterested
20,1,186.01000000000002,5,1,1,51,New
4,3,758.29,5,3,3,53,Loyal
105,10,3586.35,3,5,5,35,Loyal
9,25,8793.39,5,5,5,55,Devoted
13,14,4051.63,5,5,5,55,Devoted
6,10,4068.67,5,5,5,55,Devoted
33,5,1207.1799999999998,4,4,3,44,Loyal
179,6,1196.8500000000001,3,4,3,34,Loyal
621,1,30.1,1,1,1,11,Disinterested
39,1,940.6700000000002,4,1,3,41,Committed
153,5,397.98,3,4,2,34,Loyal
164,1,127.1,3,1,1,31,Infrequent
70,5,1302.5,3,4,4,34,Loyal
378,8,1381.1899999999998,2,4,4,24,Unengaged
122,38,7522.25,3,5,5,35,Loyal
26,3,682.9100000000001,4,3,3,43,Loyal
378,1,107.86000000000001,2,1,1,21,Disinterested
25,6,1277.5,4,4,4,44,Loyal
178,1,455.29999999999995,3,1,2,31,Infrequent
594,3,1139.1,1,3,3,13,Unengaged
52,7,1522.0799999999995,4,4,4,44,Loyal
679,1,579.6,1,1,2,11,Disinterested
257,3,478.53,2,3,2,23,Unengaged
384,5,1496.6,2,4,4,24,Unengaged
584,3,217.9,1,3,1,13,Unengaged
48,1,388.58,4,1,2,41,Committed
72,1,199.8,3,1,1,31,Infrequent
17,5,1771.7800000000002,5,4,4,54,Devoted
489,1,357.6,1,1,2,11,Disinterested
102,9,2727.7200000000003,3,5,4,35,Loyal
37,2,563.37,4,2,2,42,Loyal
55,2,548.02,4,2,2,42,Loyal
28,3,1250.06,4,3,4,43,Loyal
430,4,1199.31,1,3,3,13,Unengaged
13,30,14191.740000000002,5,5,5,55,Devoted
10,16,3137.96,5,5,5,55,Devoted
80,2,88.48,3,2,1,32,Infrequent
54,1,216.39,4,1,1,41,Committed
38,9,1741.95,4,5,4,45,Loyal
63,17,5230.99,3,5,5,35,Loyal
338,9,1708.97,2,5,4,25,Occasional
30,5,1785.98,4,4,4,44,Loyal
186,1,298.48,3,1,2,31,Infrequent
53,1,112.46,4,1,1,41,Committed
11,26,2997.2799999999997,5,5,5,55,Devoted
38,2,195.15,4,2,1,42,Loyal
612,1,433.72,1,1,2,11,Disinterested
439,4,3147.36,1,3,5,13,Unengaged
12,47,21373.97,5,5,5,55,Devoted
440,1,317.11,1,1,2,11,Disinterested
398,3,828.5500000000001,2,3,3,23,Unengaged
34,4,776.8510000000002,4,3,3,43,Loyal
12,1,336.40000000000003,5,1,2,51,New
58,4,1942.3600000000001,4,3,4,43,Loyal
6,4,1293.03,5,3,4,53,Loyal
45,17,7852.609999999999,4,5,5,45,Loyal
143,8,2437.0500000000006,3,4,4,34,Loyal
118,4,588.13,3,3,2,33,Need_attention
105,9,3236.4,3,5,5,35,Loyal
76,3,1067.5200000000002,3,3,3,33,Need_attention
459,2,566.9,1,2,2,12,Disinterested
6,17,5333.08,5,5,5,55,Devoted
452,4,2240.9000000000005,1,3,4,13,Unengaged
47,3,1481.4,4,3,4,43,Loyal
644,1,596.6700000000001,1,1,2,11,Disinterested
17,8,3285.3100000000004,5,4,5,54,Devoted
511,13,4352.46,1,5,5,15,Occasional
19,2,554.6500000000001,5,2,2,52,Loyal
397,1,100.35,2,1,1,21,Disinterested
91,4,1444.5800000000004,3,3,4,33,Need_attention
54,5,797.59,4,4,3,44,Loyal
380,6,2265.2,2,4,4,24,Unengaged
136,3,1065.08,3,3,3,33,Need_attention
6,29,23623.86,5,5,5,55,Devoted
107,12,5345.55,3,5,5,35,Loyal
731,1,105.78000000000003,1,1,1,11,Disinterested
193,3,664.0,2,3,3,23,Unengaged
168,4,812.9999999999999,3,3,3,33,Need_attention
20,3,1055.1699999999998,5,3,3,53,Loyal
159,5,784.8100000000002,3,4,3,34,Loyal
417,1,169.0,1,1,1,11,Disinterested
206,2,657.3500000000001,2,2,3,22,Disinterested
338,4,1660.35,2,3,4,23,Unengaged
523,2,553.88,1,2,2,12,Disinterested
38,5,1259.0600000000002,4,4,4,44,Loyal
93,5,1420.3400000000001,3,4,4,34,Loyal
94,2,877.4399999999999,3,2,3,32,Infrequent
11,2,922.5300000000001,5,2,3,52,Loyal
245,1,560.6700000000001,2,1,2,21,Disinterested
47,4,748.5,4,3,3,43,Loyal
24,1,30.0,4,1,1,41,Committed
192,8,2117.2700000000004,2,4,4,24,Unengaged
45,3,532.49,4,3,2,43,Loyal
27,15,2603.6899999999996,4,5,4,45,Loyal
319,8,1215.9499999999996,2,4,3,24,Unengaged
663,2,283.73,1,2,1,12,Disinterested
108,1,138.14,3,1,1,31,Infrequent
52,4,1254.0300000000004,4,3,4,43,Loyal
170,5,4015.12,3,4,5,34,Loyal
474,2,632.9399999999999,1,2,3,12,Disinterested
41,1,301.32000000000005,4,1,2,41,Committed
219,1,76.32000000000001,2,1,1,21,Disinterested
42,4,684.34,4,3,3,43,Loyal
298,2,325.20000000000005,2,2,2,22,Disinterested
20,7,2657.13,5,4,4,54,Devoted
727,1,45.300000000000004,1,1,1,11,Disinterested
90,9,6414.79,3,5,5,35,Loyal
75,13,6948.23,3,5,5,35,Loyal
83,4,542.0400000000001,3,3,2,33,Need_attention
20,3,3435.7599999999998,5,3,5,53,Loyal
51,3,1305.63,4,3,4,43,Loyal
54,3,1893.8899999999999,4,3,4,43,Loyal
26,4,781.2800000000001,4,3,3,43,Loyal
11,10,4028.69,5,5,5,55,Devoted
27,14,2989.7000000000003,4,5,5,45,Loyal
601,2,318.23999999999995,1,2,2,12,Disinterested
119,2,524.54,3,2,2,32,Infrequent
549,3,173.95000000000002,1,3,1,13,Unengaged
452,1,55.98,1,1,1,11,Disinterested
422,1,90.0,1,1,1,11,Disinterested
10,9,2993.1,5,5,5,55,Devoted
420,1,190.57,1,1,1,11,Disinterested
121,3,521.03,3,3,2,33,Need_attention
6,2,239.76,5,2,1,52,Loyal
254,4,571.3,2,3,2,23,Unengaged
30,1,191.03999999999996,4,1,1,41,Committed
661,1,37.5,1,1,1,11,Disinterested
2,24,9978.48,5,5,5,55,Devoted
268,4,1131.04,2,3,3,23,Unengaged
35,13,3906.5699999999997,4,5,5,45,Loyal
691,1,246.75,1,1,1,11,Disinterested
626,1,46.2,1,1,1,11,Disinterested
19,1,309.6499999999999,5,1,2,51,New
174,2,696.6799999999998,3,2,3,32,Infrequent
4,4,1542.1400000000003,5,3,4,53,Loyal
478,2,140.39,1,2,1,12,Disinterested
266,1,211.5,2,1,1,21,Disinterested
142,6,3817.96,3,4,5,34,Loyal
203,1,143.10000000000002,2,1,1,21,Disinterested
65,4,1060.56,3,3,3,33,Need_attention
37,4,945.5799999999998,4,3,3,43,Loyal
42,9,4102.32,4,5,5,45,Loyal
285,2,327.85,2,2,2,22,Disinterested
419,1,898.8699999999999,1,1,3,11,Disinterested
558,2,420.25,1,2,2,12,Disinterested
11,12,3472.41,5,5,5,55,Devoted
145,4,839.6400000000001,3,3,3,33,Need_attention
13,5,784.8100000000001,5,4,3,54,Devoted
557,5,658.0200000000001,1,4,3,14,Unengaged
147,11,2545.11,3,5,4,35,Loyal
236,5,607.0,2,4,2,24,Unengaged
542,1,293.79,1,1,2,11,Disinterested
34,31,10223.060000000001,4,5,5,45,Loyal
26,2,741.9200000000001,4,2,3,42,Loyal
13,1,507.0800000000001,5,1,2,51,New
37,11,5258.1,4,5,5,45,Loyal
366,4,947.6500000000001,2,3,3,23,Unengaged
203,3,310.85,2,3,2,23,Unengaged
17,1,415.25,5,1,2,51,New
392,1,321.91,2,1,2,21,Disinterested
18,15,9445.51,5,5,5,55,Devoted
381,2,544.6,2,2,2,22,Disinterested
214,3,192.55,2,3,1,23,Unengaged
67,5,1726.5800000000002,3,4,4,34,Loyal
555,1,125.3,1,1,1,11,Disinterested
214,10,1543.97,2,5,4,25,Occasional
284,1,162.3,2,1,1,21,Disinterested
116,4,2263.3,3,3,4,33,Need_attention
423,1,327.68,1,1,2,11,Disinterested
437,2,1815.7200000000003,1,2,4,12,Disinterested
16,8,1205.1200000000001,5,4,3,54,Devoted
20,41,13043.32,5,5,5,55,Devoted
68,1,449.12,3,1,2,31,Infrequent
51,1,154.88000000000002,4,1,1,41,Committed
460,2,208.62,1,2,1,12,Disinterested
621,1,156.86999999999998,1,1,1,11,Disinterested
18,4,784.46,5,3,3,53,Loyal
79,1,34.8,3,1,1,31,Infrequent
21,4,1094.59,5,3,3,53,Loyal
136,1,196.88000000000002,3,1,1,31,Infrequent
14,9,2562.61,5,5,4,55,Devoted
42,3,614.7600000000002,4,3,3,43,Loyal
237,3,44534.3,2,3,5,23,Unengaged
4,18,6456.671,5,5,5,55,Devoted
462,11,1380.44,1,5,4,15,Occasional
41,9,3947.89,4,5,5,45,Loyal
306,1,79.2,2,1,1,21,Disinterested
53,9,3037.61,4,5,5,45,Loyal
12,17,5993.120000000001,5,5,5,55,Devoted
63,4,532.96,3,3,2,33,Need_attention
67,6,2940.3599999999997,3,4,5,34,Loyal
26,1,205.25,4,1,1,41,Committed
220,7,830.9300000000001,2,4,3,24,Unengaged
632,2,13916.34,1,2,5,12,Disinterested
444,1,143.05,1,1,1,11,Disinterested
67,2,583.75,3,2,2,32,Infrequent
33,2,1086.9200000000003,4,2,3,42,Loyal
90,8,4503.08,3,4,5,34,Loyal
668,1,370.63,1,1,2,11,Disinterested
66,3,831.06,3,3,3,33,Need_attention
117,34,15601.09,3,5,5,35,Loyal
9,46,88612.52,5,5,5,55,Devoted
614,1,321.45000000000005,1,1,2,11,Disinterested
606,3,1006.54,1,3,3,13,Unengaged
420,1,280.88,1,1,1,11,Disinterested
7,2,774.5200000000001,5,2,3,52,Loyal
70,6,1329.94,3,4,4,34,Loyal
247,2,150.5,2,2,1,22,Disinterested
135,1,241.61999999999998,3,1,1,31,Infrequent
243,7,1762.61,2,4,4,24,Unengaged
433,1,307.95,1,1,2,11,Disinterested
465,2,124.08000000000001,1,2,1,12,Disinterested
185,3,475.28,3,3,2,33,Need_attention
27,3,345.46000000000004,4,3,2,43,Loyal
11,4,4014.1000000000004,5,3,5,53,Loyal
12,1,246.3,5,1,1,51,New
469,2,848.3299999999999,1,2,3,12,Disinterested
34,16,5969.93,4,5,5,45,Loyal
48,5,8514.82,4,4,5,44,Loyal
28,3,948.0500000000001,4,3,3,43,Loyal
510,1,221.83000000000004,1,1,1,11,Disinterested
360,6,1962.0099999999998,2,4,4,24,Unengaged
12,1,220.85,5,1,1,51,New
45,5,3608.34,4,4,5,44,Loyal
401,2,933.8399999999999,2,2,3,22,Disinterested
16,8,2399.57,5,4,4,54,Devoted
738,2,777.0000000000001,1,2,3,12,Disinterested
151,8,1979.8700000000001,3,4,4,34,Loyal
3,17,5175.830000000001,5,5,5,55,Devoted
115,6,2821.08,3,4,4,34,Loyal
494,3,1535.37,1,3,4,13,Unengaged
77,4,1424.29,3,3,4,33,Need_attention
109,7,1242.58,3,4,4,34,Loyal
48,3,1063.95,4,3,3,43,Loyal
144,1,451.42,3,1,2,31,Infrequent
53,4,1929.66,4,3,4,43,Loyal
2,13,4206.389999999999,5,5,5,55,Devoted
25,30,10189.230000000001,4,5,5,45,Loyal
48,3,784.5799999999999,4,3,3,43,Loyal
52,5,1817.52,4,4,4,44,Loyal
308,21,17532.78,2,5,5,25,Occasional
38,7,1274.44,4,4,4,44,Loyal
80,8,2999.04,3,4,5,34,Loyal
24,7,3600.6699999999996,4,4,5,44,Loyal
109,12,5201.470000000001,3,5,5,35,Loyal
209,2,1303.9099999999999,2,2,4,22,Disinterested
18,6,2634.44,5,4,4,54,Devoted
65,5,2100.6,3,4,4,34,Loyal
544,2,144.15,1,2,1,12,Disinterested
422,3,2766.4,1,3,4,13,Unengaged
590,1,340.5,1,1,2,11,Disinterested
51,10,3934.79,4,5,5,45,Loyal
321,1,206.98,2,1,1,21,Disinterested
46,2,570.9599999999999,4,2,2,42,Loyal
5,6,1840.06,5,4,4,54,Devoted
374,3,3882.17,2,3,5,23,Unengaged
455,2,890.94,1,2,3,12,Disinterested
174,1,532.94,3,1,2,31,Infrequent
58,4,2598.2799999999997,4,3,4,43,Loyal
75,28,3603.14,3,5,5,35,Loyal
377,1,1108.82,2,1,3,21,Disinterested
101,2,636.1399999999998,3,2,3,32,Infrequent
39,1,576.0,4,1,2,41,Committed
60,3,801.76,4,3,3,43,Loyal
256,1,836.7900000000001,2,1,3,21,Disinterested
739,1,80.4,1,1,1,11,Disinterested
72,7,3772.99,3,4,5,34,Loyal
46,4,954.09,4,3,3,43,Loyal
52,1,137.37,4,1,1,41,Committed
66,2,777.01,3,2,3,32,Infrequent
13,34,73205.5,5,5,5,55,Devoted
35,3,1048.49,4,3,3,43,Loyal
60,2,355.55999999999995,4,2,2,42,Loyal
74,9,2742.4100000000003,3,5,4,35,Loyal
395,2,548.8,2,2,2,22,Disinterested
305,1,118.95000000000002,2,1,1,21,Disinterested
48,1,130.73999999999998,4,1,1,41,Committed
19,11,4426.280000000001,5,5,5,55,Devoted
387,1,107.01000000000002,2,1,1,21,Disinterested
40,5,822.5699999999999,4,4,3,44,Loyal
623,1,139.94,1,1,1,11,Disinterested
21,6,1058.72,5,4,3,54,Devoted
528,1,109.73,1,1,1,11,Disinterested
188,3,257.26,3,3,1,33,Need_attention
53,1,110.80000000000001,4,1,1,41,Committed
6,21,5583.8099999999995,5,5,5,55,Devoted
138,6,1052.72,3,4,3,34,Loyal
6,52,32649.02,5,5,5,55,Devoted
20,2,570.48,5,2,2,52,Loyal
17,13,3576.4400000000005,5,5,5,55,Devoted
434,1,438.4599999999999,1,1,2,11,Disinterested
42,17,2402.55,4,5,4,45,Loyal
14,12,4401.79,5,5,5,55,Devoted
10,13,2574.06,5,5,4,55,Devoted
27,5,358.69999999999993,4,4,2,44,Loyal
24,7,2180.76,4,4,4,44,Loyal
42,5,2248.92,4,4,4,44,Loyal
103,1,230.52999999999997,3,1,1,31,Infrequent
7,31,8953.550000000001,5,5,5,55,Devoted
585,1,94.53,1,1,1,11,Disinterested
279,3,323.66,2,3,2,23,Unengaged
34,4,862.61,4,3,3,43,Loyal
439,1,33.099999999999994,1,1,1,11,Disinterested
16,4,795.6800000000001,5,3,3,53,Loyal
501,4,313.91999999999996,1,3,2,13,Unengaged
65,21,11284.76,3,5,5,35,Loyal
648,1,111.71999999999998,1,1,1,11,Disinterested
411,2,1449.1399999999999,2,2,4,22,Disinterested
3,2,493.28000000000003,5,2,2,52,Loyal
563,2,330.7699999999999,1,2,2,12,Disinterested
406,4,1157.3000000000002,2,3,3,23,Unengaged
371,1,378.9799999999999,2,1,2,21,Disinterested
314,5,501.39000000000004,2,4,2,24,Unengaged
200,8,1124.6599999999999,2,4,3,24,Unengaged
4,2,396.47999999999996,5,2,2,52,Loyal
434,2,249.70000000000002,1,2,1,12,Disinterested
94,15,1951.82,3,5,4,35,Loyal
62,4,1052.87,3,3,3,33,Need_attention
408,3,1027.15,2,3,3,23,Unengaged
82,3,429.15999999999997,3,3,2,33,Need_attention
158,8,1572.76,3,4,4,34,Loyal
396,5,535.65,2,4,2,24,Unengaged
228,1,524.52,2,1,2,21,Disinterested
671,1,128.2,1,1,1,11,Disinterested
483,1,305.28000000000003,1,1,2,11,Disinterested
255,2,274.15,2,2,1,22,Disinterested
151,1,179.17000000000002,3,1,1,31,Infrequent
196,2,222.05,2,2,1,22,Disinterested
3,25,5084.72,5,5,5,55,Devoted
370,1,56.25,2,1,1,21,Disinterested
25,4,900.4000000000001,4,3,3,43,Loyal
18,7,703.22,5,4,3,54,Devoted
382,1,145.01000000000005,2,1,1,21,Disinterested
11,12,8939.84,5,5,5,55,Devoted
10,1,164.67999999999998,5,1,1,51,New
545,1,114.69000000000001,1,1,1,11,Disinterested
21,10,2555.6400000000003,5,5,4,55,Devoted
5,3,967.45,5,3,3,53,Loyal
492,2,764.57,1,2,3,12,Disinterested
175,1,191.93999999999997,3,1,1,31,Infrequent
2,15,2681.8,5,5,4,55,Devoted
625,8,1702.3400000000001,1,4,4,14,Unengaged
180,9,1074.7,3,5,3,35,Loyal
536,1,6.300000000000001,1,1,1,11,Disinterested
380,2,205.98999999999998,2,2,1,22,Disinterested
403,1,429.21000000000004,2,1,2,21,Disinterested
18,13,3194.72,5,5,5,55,Devoted
249,5,560.63,2,4,2,24,Unengaged
192,3,582.88,2,3,2,23,Unengaged
21,2,776.47,5,2,3,52,Loyal
156,9,571.64,3,5,2,35,Loyal
174,4,802.1100000000001,3,3,3,33,Need_attention
375,1,369.50000000000006,2,1,2,21,Disinterested
374,1,127.08000000000001,2,1,1,21,Disinterested
733,1,102.82000000000001,1,1,1,11,Disinterested
196,1,207.14999999999998,2,1,1,21,Disinterested
544,1,134.44,1,1,1,11,Disinterested
649,1,123.38999999999999,1,1,1,11,Disinterested
658,1,293.53000000000003,1,1,2,11,Disinterested
646,1,594.0,1,1,2,11,Disinterested
69,1,426.63000000000005,3,1,2,31,Infrequent
430,1,239.89999999999998,1,1,1,11,Disinterested
6,8,2495.8700000000003,5,4,4,54,Devoted
23,3,1107.4600000000003,4,3,3,43,Loyal
419,2,2190.66,1,2,4,12,Disinterested
241,2,416.86,2,2,2,22,Disinterested
381,2,282.78999999999996,2,2,1,22,Disinterested
66,1,145.35,3,1,1,31,Infrequent
114,9,734.8100000000001,3,5,3,35,Loyal
91,16,9060.39,3,5,5,35,Loyal
313,1,35.8,2,1,1,21,Disinterested
639,1,405.0,1,1,2,11,Disinterested
135,1,337.43999999999994,3,1,2,31,Infrequent
651,2,271.28999999999996,1,2,1,12,Disinterested
278,4,2164.2400000000002,2,3,4,23,Unengaged
367,4,646.2700000000001,2,4,3,24,Unengaged
504,3,2304.18,1,3,4,13,Unengaged
84,1,1708.24,3,1,4,31,Infrequent
10,3,1509.0900000000001,5,3,4,53,Loyal
18,2,364.72,5,2,2,52,Loyal
33,10,7180.710000000001,4,5,5,45,Loyal
10,3,1013.1700000000001,5,3,3,53,Loyal
35,4,806.57,4,4,3,44,Loyal
17,18,3463.91,5,5,5,55,Devoted
591,1,190.74999999999997,1,1,1,11,Disinterested
26,22,8085.980000000001,4,5,5,45,Loyal
553,2,617.6,1,2,3,12,Disinterested
33,3,930.1,4,3,3,43,Loyal
76,4,492.99,3,4,2,34,Loyal
684,3,579.4900000000002,1,3,2,13,Unengaged
376,4,410.95,2,4,2,24,Unengaged
381,1,451.28999999999996,2,1,2,21,Disinterested
